LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_JOB_TITLE,LCA_CASE_WAGE_RATE_FROM,CODE,SALARY RANGE
"DIRECT IMPORT, INC.",CITY OF INDUSTRY,91745,BUSINESS STRATEGY AND DEVELOPMENT ANALYST,33600,B,25001 to 50000
THERMALTAKE (U.S.A.) INC.,CITY OF INDUSTRY,91745,BUSINESS OPERATION ANALYST,33600,B,25001 to 50000
COMPTREE INC.,CITY OF INDUSTRY,91748,ACCOUNTANT/FINANCIAL ANALYST,33600,B,25001 to 50000
"DIRECT IMPORT, INC.",CITY OF INDUSTRY,91745,BUSINESS STRAGEGY AND DEVELOPMENT ANALYST,33600,B,25001 to 50000
COMPTREE INC.,CITY OF INDUSTRY,91748,ACCOUNTANT/FINANCIAL ANALYST,33600,B,25001 to 50000
"FASHION CLICK, INC",LOS ANGELES,90007,MARKET RESEARCH ANALYST,33600,B,25001 to 50000
"POWERTRANS FREIGHT SYSTEMS, INC.",CARSON,90746,BUSINESS AND MARKET ANALYST,33600,B,25001 to 50000
"UNIVERSITY OF CALIFORNIA, DAVIS",DAVIS,95616,JR. SPECIALIST,33672,B,25001 to 50000
JC RESORTS LLC,SAN DIEGO,92128,ASSISTANT SPA MANAGER,33696,B,25001 to 50000
"NISSIN FOODS (U.S.A.) COMPANY, INC.",GARDENA,90249,QUALITY ASSURANCE ANALYST,33758,B,25001 to 50000
LESPACE STUDIO INC.,FOUNTAIN VALLEY,92708,INTERIOR DESIGNER,33779,B,25001 to 50000
LESPACE STUDIO INC.,FOUNTAIN VALLEY,92708,SPATIAL DESIGNER,33779,B,25001 to 50000
JB: LLL SALES CO. LLC DBA DCH GARDENA HONDA,GARDENA,90249,MARKET RESEARCH ANALYST,34000,B,25001 to 50000
"SURFMYADS.COM, INC.",SANTA MONICA,90401,MARKET RESEARCH ANALYST,34000,B,25001 to 50000
EAST-WEST LOGISTICS INC.,LA MIRADA,90638,MARKET ANALYST,34000,B,25001 to 50000
"INTERNET BRANDS, INC.",EL SEGUNDO,90245,DATA ANALYST,34000,B,25001 to 50000
"ASTROPHYSICS, INC.",CITY OF INDUSTRY,91789,SECURITY INSPECTION SYSTEMS DESIGNER,34000,B,25001 to 50000
JUICEBOXD,BURBANK,91504,GRAPHIC DESIGNER,34000,B,25001 to 50000
"AMAZING GRACE APPAREL, INC.",LOS ANGELES,90021-2006,MANAGEMENT ANALYST,34000,B,25001 to 50000
"NYX LOS ANGELES, INC.",COMMERCE,90040,GRAPHICS DESIGNER,34000,B,25001 to 50000
"NRJ TV LA OPCO, LLC",LOS ANGELES,90025,REPORTER,34000,B,25001 to 50000
AMERICAN APPAREL (USA) LLC,LOS ANGELES,90021,COMMERCIAL ARTIST,34000,B,25001 to 50000
"NYX LOS ANGELES, INC.",COMMERCE,90040,GRAPHICS DESIGNER,34000,B,25001 to 50000
EAST LA COMMUNITY CORPORATION,LOS ANGELES,90033,CITY AND REGIONAL PLANNING AIDE,34000,B,25001 to 50000
"JOKER BRAND, LLC",LOS ANGELES,90013,GRAPHIC DESIGNER,34000,B,25001 to 50000
EAST LA COMMUNITY CORPORATION,LOS ANGELES,90033,CITY AND REGIONAL PLANNING AIDE,34000,B,25001 to 50000
"NRJ TV LA OPCO, LLC",LOS ANGELES,90025,REPORTER,34000,B,25001 to 50000
PHOENIX SATELLITE TELEVISION (U.S.) INC.,IRWINDALE,91706,MARKET RESEARCH ANALYST,34000,B,25001 to 50000
"WEI-CHUAN U.S.A., INC.",BELL GARDENS,90201,BUSINESS PLANNING & DEVELOPMENT SPECIALIST,34000,B,25001 to 50000
"CIPLEX, LP",WEST HOLLYWOOD,90069,GRAPHIC DESIGNER,34000,B,25001 to 50000
"NRJ TV LA OPCO, LLC",LOS ANGELES,90025,REPORTER,34000,B,25001 to 50000
"IFYI, INC.",CARSON,90746,RESEARCH ASSOCIATE,34070,B,25001 to 50000
ASIAN PACIFIC COMMUNITY COUNSELING,SACRAMENTO,95820,MENTAL HEALTH WELLNESS AND RECOVERY SPECIALIST,34080,B,25001 to 50000
ASIAN PACIFIC COMMUNITY COUNSELING,SACRAMENTO,95820,MENTAL HEALTH WELLNESS AND RECOVERY SPECIALIST,34080,B,25001 to 50000
"NEMAN BROTHERS & ASSOC., INC.",LOS ANGELES,90015,GRAPHIC DESIGNER,34153,B,25001 to 50000
"NIS AMERICA, INC.",SANTA ANA,92705,GRAPHIC DESIGNER,34320,B,25001 to 50000
THE MENTAL WELLNESS CENTER,SANTA BARBARA,93101,MENTAL HEALTH CASE WORKER,34320,B,25001 to 50000
"JU INTERNATIONAL MARKETING, INC.",FOUNTAIN VALLEY,92708,GRAPHIC DESIGNER,34320,B,25001 to 50000
VITECH BIO-CHEM CORPORATION,GLENDALE,91203,BUSINESS DEVELOPMENT SPECIALIST,34320,B,25001 to 50000
"MISSION VALLEY MONTESSORI, INC.",FREMONT,94539,MONTESSORI TEACHER,34320,B,25001 to 50000
"MISSION VALLEY MONTESSORI, INC.",FREMONT,94539,MONTESSORI TEACHER,34320,B,25001 to 50000
BRAZILIAN PACIFIC TIMES,SAN DIEGO,92110,GRAPHIC DESIGNER,34362,B,25001 to 50000
BRAZILIAN PACIFIC TIMES,SAN DIEGO,92110,GRAPHIC DESIGNER,34362,B,25001 to 50000
"HCL AMERICA, INC.",SUNNYVALE,94085,PROGRAMMER ANALYST,34424,B,25001 to 50000
"HCL AMERICA, INC.",SUNNYVALE,94085,PROGRAMMER ANALYST,34424,B,25001 to 50000
"AP WIRELESS INFRASTRUCTURE PARTNERS, LLC",SAN DIEGO,92121,PUBLIC RELATIONS SPECIALIST,34445,B,25001 to 50000
SAN DIEGO CENTER FOR CHILDREN,SAN DIEGO,92111,DONOR RELATIONS SPECIALIST,34445,B,25001 to 50000
SUGAR BOWL SKI TEAM FOUNDATION,NORDEN,95724,ASSISTANT WOMEN'S ACADEMY TEAM COACH AND CONDITION,34446,B,25001 to 50000
AMICORP SERVICES LTC. INC.,SAN DIEGO,92101,FINANCIAL ADVISOR,34590,B,25001 to 50000
SAGENT MANAGEMENT CORPORATION,MILPITAS,95035,OPERATIONS ASSOCIATE,34590,B,25001 to 50000
INTERNATIONAL CHILDREN ASSISTANCE NETWORK,MILPITAS,95035,HEALTH EDUCATOR,34611,B,25001 to 50000
WCC GLOBAL LLC,CYPRESS,90630,TECHNICAL WRITER/TECHNICAL TRANSLATOR,34611.12,B,25001 to 50000
WCCT GLOBAL LLC,CYPRESS,90630,TECHNICAL WRITER/TECHNICAL TRANSLATOR,34611.12,B,25001 to 50000
"UNIVERSITY OF CALIFORNIA, DAVIS",DAVIS,95616,JUNIOR SPECIALIST,34680,B,25001 to 50000
"UNIVERSITY OF CALIFORNIA, DAVIS",DAVIS,95616,JUNIOR SPECIALIST,34680,B,25001 to 50000
"ART N LEARNING, INC.",NORTHRIDGE,91325,BEHAVIOR ANALYST,34690,B,25001 to 50000
"ART N LEARNING, INC.",NORTHRIDGE,91325,BEHAVIOR ANALYST,34690,B,25001 to 50000
"ART N LEARN, INC",NORTHRIDGE,91325,BEHAVIOR ANALYST,34690,B,25001 to 50000
"SUCCESSFACTORS, INC.",SAN MATEO,94404,CONTENT INTEGRATION SPECIALIST,34715,B,25001 to 50000
"HCL AMERICA, INC.",SUNNYVALE,94085,COMPUTER SUPPORT SPECIALIST,34715,B,25001 to 50000
"NESTLE WATERS NORTH AMERICA, INC.",GLENDALE,91203,QUALITY ASSURANCE TECHNICIAN,34882,B,25001 to 50000
"HCL AMERICA, INC.",SUNNYVALE,94085,LEGAL CONSULTANT,34965,B,25001 to 50000
BECKMAN RESEARCH INSTITUTE OF THE CITY OF HOPE,DUARTE,91010,RESEARCH ASSOCIATE I,34970.76,B,25001 to 50000
SSR MANUFACTURING CORPORATION,SAN JOSE,95131,PUBLIC RELATIONS REPRESENTATIVE,34986,B,25001 to 50000
"FILIPINO AMERICAN SERVICE GROUP, INC.",LOS ANGELES,90026,BILINGUAL COMMUNITY OUTREACH AND DEVELOPMENT WORKE,34986,B,25001 to 50000
ATEM CORP.,SANTA CLARA,95050,NETWORK AND COMPUTER SYSTEMS ADMINISTRATOR,35000,B,25001 to 50000
"KANEMATSU COMMUNICATIONS AMERICA, INC.",SANTA CLARA,95054,COMMUNICATIONS SPECIALIST,35000,B,25001 to 50000
"SAMUEL B. CHOI, ACCOUNTANCY CORP",LOS ANGELES,90010,ACCOUNTANT,35000,B,25001 to 50000
NI ADVISORS,OAKLAND,94607,PERSONAL FINANCIAL ADVISOR,35000,B,25001 to 50000
"NISHIMOTO TRADING CO., LTD.",SANTA FE SPRINGS,90670,INTERNATIONAL BUSINESS ANALYST,35000,B,25001 to 50000
NI ADVISORS,OAKLAND,94607,PERSONAL FINANCIAL ADVISOR,35000,B,25001 to 50000
"TASCHEN AMERICA, LLC.",LOS ANGELES,90028,DESIGNER,35000,B,25001 to 50000
"APN SOFTWARE SERVICES, INC.",NEWARK,94560,IT RECRUITER,35000,B,25001 to 50000
CALIFORNIA UNIVERSITY OF MANAGEMENTS AND SCIENCES,ANAHEIM,92801,ESL INSTRUCTOR,35000,B,25001 to 50000
"NISSIN FOODS (U.S.A.) COMPANY, INC.",GARDENA,90249,PROCESS CONTROL SPECIALIST,35000,B,25001 to 50000
"TASCHEN AMERICA, LLC.",LOS ANGELES,90028,DESIGNER,35000,B,25001 to 50000
"CHINATRUST BANK USA, INC.",TORRANCE,90505,BUSINESS DEVELOPMENT ASSOCIATE,35000,B,25001 to 50000
"SUPER COLOR DIGITAL, LLC",IRVINE,92606,GRAPHIC DESIGNER,35000,B,25001 to 50000
"CHINATRUST BANK USA, INC.",TORRANCE,90505,BUSINESS DEVELOPMENT ANALYST,35000,B,25001 to 50000
LA PICCOLA SCUOLA ITALIANA DI SAN FRANCISCO,SAN FRANCISCO,94107,"TEACHER, ITALIAN ECE SPECIALIST",35000,B,25001 to 50000
PHENOMENON MARKETING INC.,LOS ANGELES,90048,ACCOUNT COORDINATOR,35000,B,25001 to 50000
"ICP DAS USA, INC.",HARBOR CITY,90710,MARKET ANALYST,35000,B,25001 to 50000
"M S INTERNATIONAL, INC.",ORANGE,92865,MARKET RESEARCH ANALYST,35000,B,25001 to 50000
"MOMENTFEED, INC.",SANTA MONICA,90401,MARKETING ANALYST,35000,B,25001 to 50000
TOBINWORLD,GLENDALE,91205,TEACHER,35000,B,25001 to 50000
"LIFEPHARM, INC.",RANCHO SANTA MARGARITA,92688,GRAPHIC DESIGNER,35000,B,25001 to 50000
"ICP DAS USA, INC.",HARBOR CITY,90710,MARKETING SPECIALISTS/MARKETING COORDINATOR,35000,B,25001 to 50000
"ICP DAS USA, INC.",HARBOR CITY,90710,MARKETING SPECIALISTS/MARKETING COORDINATOR,35000,B,25001 to 50000
"ICP DAS USA, INC.",HARBOR CITY,90710,MARKET SPECIALIST/MARKET COORDINATE,35000,B,25001 to 50000
TED BAKER LIMITED,UKIAH,95482,U.S. WHOLESALE MARKETING ASSISTANT,35000,B,25001 to 50000
"JUMPSPORT, INC.",SARATOGA,95070,ENTRY LEVEL INTERNATIONAL SALES & MARKETING,35000,B,25001 to 50000
BILLION INTERNATIONAL TRADING INC.,SOUTH EL MONTE,91733,MARKET RESEARCH ANALYSTS,35000,B,25001 to 50000
LA PICCOLA SCUOLA ITALIANA DI SAN FRANCISCO,SAN FRANCISCO,94107,"TEACHER, ITALIAN REGGIO APPROACH AND ART LANGUAGES",35000,B,25001 to 50000
"JUMPSPORT, INC.",SARATOGA,95070,ENTRY LEVEL INTERNATIONAL SALES & MARKETING,35000,B,25001 to 50000
SHINMEI U.S.A. CORPORATION,TORRANCE,90501,BUSINESS DEVELOPMENT SPECIALIST,35000,B,25001 to 50000
LA PICCOLA SCUOLA ITALIANA DI SAN FRANCISCO,SAN FRANCISCO,94107,"TEACHER, ITALIAN SPECIALIST",35000,B,25001 to 50000
UMETIME CORPORATION,VENICE,90291,MARKET RESEARCH ANALYST,35000,B,25001 to 50000
"HS SOLUTIONS, INC.",SAN RAMON,94582,SYSTEMS ANALYST,35006,B,25001 to 50000
SAR CALIFORNIA HOLDCO INC.,SAN BRUNO,94066,MARKETING ANALYST,35100,B,25001 to 50000
SAR CALIFORNIA HOLDCO INC.,SAN BRUNO,94066,MARKETING ANALYST,35100,B,25001 to 50000
"UGOTLEAD, INC.",IRVINE,92612,PROJECT ANALYST,35126,B,25001 to 50000
COAST SPORTS LLC,SANTA MONICA,90402,DIRECTOR OF SPORTS EDUCATION AND ADMINISTRATION,35130,B,25001 to 50000
BIG STRIKE LLC,GARDENA,90248,ASSISTANT DESIGNER,35200,B,25001 to 50000
"PRESIDIO KNOLLS SCHOOL, INC.",SAN FRANCISCO,94103,MANDARIN LEAD TEACHER,35360,B,25001 to 50000
POTRERO RESIDENTS EDUCATION FUND,SAN FRANCISCO,94107,TEACHER,35360,B,25001 to 50000
"KINGSTONE TELECOMMUNICATIONS, INC.",CERRITOS,90703,GRAPHIC DESIGNER,35360,B,25001 to 50000
SEASPACE CORPORATION,POWAY,92064,INDUSTRIAL DESIGNER,35526,B,25001 to 50000
"HCL AMERICA, INC.",SUNNYVALE,94085,PROGRAMMER ANALYST - I,35526,B,25001 to 50000
"PRESIDIO KNOLLS SCHOOL, INC.",SAN FRANCISCO,94103,SPECIAL EDUCATION TEACHER,35630,B,25001 to 50000
"HCL AMERICA, INC.",SUNNYVALE,94085,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,35630,B,25001 to 50000
"HCL AMERICA, INC.",SUNNYVALE,94085,PROGRAMMER ANALYST,35734,B,25001 to 50000
SMART INTERNATIONAL SERVICE,ALHAMBRA,91801,PRODUCTION EDITOR,35755,B,25001 to 50000
UNITED TALENT AGENCY,BEVERLY HILLS,90212,ASSOCIATE AGENT (LITERARY DEPARTMENT),35755,B,25001 to 50000
"1-STOP TRANSLATION USA, LLC",LOS ANGELES,90010,FOREIGN LANGUAGE EDITOR,35755,B,25001 to 50000
CENTE SERVICE CORPORATION,LOS ANGELES,90069,RESEARCH EDITOR,35755,B,25001 to 50000
"81LAW, INC.",EAST PALO ALTO,94303,EDITOR,35760,B,25001 to 50000
"81 LAW, INC.",EAST PALO ALTO,94303,EDITOR,35760,B,25001 to 50000
"SUNNY SPORTS, INC.",CHINO,91710,BUDGET ANALYST,35784,B,25001 to 50000
CHARLES R. DREW UNIVERSITY OF MEDICINE AND SCIENCE,LOS ANGELES,90059,PROJECT COORDINATOR/RESEARCH ASSOCIATE,35820,B,25001 to 50000
"ANALYTICAL LABORATORIES IN ANAHEIM, INC.",BREA,92821,CHEMICAL TECHNICIAN,35880,B,25001 to 50000
"NADHAN, INC.",SANTA ROSA,95404,SOCIAL WORKER,35922,B,25001 to 50000
ANTIOCH UNIFIED SCHOOL DISTRICT,ANTIOCH,94509,REFORM FACILITATOR COACH,35938,B,25001 to 50000
PEPPERDINE UNIVERSITY,MALIBU,90265,ASSISTANT VOLLEYBALL COACH (MEN'S),36000,B,25001 to 50000
UST GLOBAL INC.,ALISO VIEJO,92656,COMPUTER PROGRAMMER,36000,B,25001 to 50000
"FULL GOSPEL WORLD MISSIONS, INC.",ANAHEIM,92801,PASTOR,36000,B,25001 to 50000
PHILEMON HEALTH CARE CORPORATION,CYPRESS,90630,SOCIAL WORKER,36000,B,25001 to 50000
"STELLAR FOODS, INC.",SUNNYVALE,94087,EXECUTIVE CHEF,36000,B,25001 to 50000
PECCA LEATHER INC.,DOWNEY,90242,BUSINESS STRATEGY AND DEVELOPMENT ANALYST,36000,B,25001 to 50000
"HURLEY WEALTH MANAGEMENT GROUP, INC.",GLENDALE,91208,PERSONAL FINANCIAL ADVISOR,36000,B,25001 to 50000
"STELLAR FOODS, INC.",SUNNYVALE,94087,MANAGER,36000,B,25001 to 50000
"HURLEY WEALTH MANAGEMENT GROUP, INC.",GLENDALE,91208,PERSONAL FINANCIAL ADVISOR,36000,B,25001 to 50000
"PROLACTA BIOSCIENCE, INC.",MONROVIA,91016,LAB SPECIALIST,36000,B,25001 to 50000
"PROLACTA BIOSCIENCE, INC.",MONROVIA,91016,LAB SPECIALIST,36000,B,25001 to 50000
"CASEDGE, INC.",CITY OF INDUSTRY,91789,MARKETING COORDINATOR,36000,B,25001 to 50000
TOL INC.,WOODLAND HILLS,91364,MARKETING ANALYST,36000,B,25001 to 50000
"THE GLOBAL ASYLUM, INC.",BURBANK,91502,PRODUCTION ANALYST,36000,B,25001 to 50000
"LFG SERVICING, LLC",SAN RAFAEL,94903,APPEALS FUNDING DIRECTOR,36000,B,25001 to 50000
INDIA POST,UNION CITY,94587,REPORTER,36000,B,25001 to 50000
"GABY'S SPIN, INC.",MARINA DEL REY,90292,ACCOUNTING & BUDGET ANALYST,36000,B,25001 to 50000
"GABY'S SPIN, INC.",MARINA DEL REY,90292,MANAGEMENT ANALYST,36000,B,25001 to 50000
TOL INC,WOODLAND HILLS,91364,MARKET ANALYST,36000,B,25001 to 50000
"BLUE AMBROSIA, INC.",VERNON,90058,TRADE SPECIALIST,36000,B,25001 to 50000
"BLUE AMBROSIA, INC.",VERNON,90058,TRADE SPECIALIST,36000,B,25001 to 50000
"YOSHIMOTO ENTERTAINMENT USA, INC.",SANTA MONICA,90404,COMMUNICATIONS SPECIALIST,36000,B,25001 to 50000
NADEAU CORPORATION,SANTA MONICA,90404,MARKET RESEARCH ANALYST,36000,B,25001 to 50000
COMPTREE INC.,CITY OF INDUSTRY,91748,MARKET RESEARCH ANALYST,36000,B,25001 to 50000
"YOSHIMOTO ENTERTAINMENT USA, INC.",SANTA MONICA,90404,COMMUNICATIONS SPECIALIST,36000,B,25001 to 50000
"NEWSCHOOL OF ARCHITECTURE AND DESIGN, LLC",SAN DIEGO,92101,LECTURER,36000,B,25001 to 50000
TOL INC,WOODLAND HILLS,91364,MARKET ANALYST,36000,B,25001 to 50000
PECCA LEATHER INC.,DOWNEY,90242,BUSINESS STRATEGY AND DEVELOPMENT ANALYST,36000,B,25001 to 50000
"THE GLOBAL ASYLUM, INC.",BURBANK,91502,PRODUCTION ANALYST,36000,B,25001 to 50000
"MOTION THEORY, INC.",LOS ANGELES,90066,STORY EDITOR,36000,B,25001 to 50000
"MOTION THEORY, INC.",LOS ANGELES,90066,STORY EDITOR,36000,B,25001 to 50000
TOL INC,WOODLAND HILLS,91364,MARKET ANALYST,36000,B,25001 to 50000
ARMENIAN MEDIA NETWORK,LOS ANGELES,90029,PUBLIC RELATIONS REPRESENTATIVE,36000,B,25001 to 50000
ADVANCED INDUSTRIAL COMPUTER INC.,CITY OF INDUSTRY,91789,SALES ENGINEER,36000,B,25001 to 50000
MILKY WAY INTERNATIONAL TRADING CO.,NORWALK,90650,MARKET RESEARCH ANALYST,36000,B,25001 to 50000
"COOLTRON INDUSTRIAL SUPPLY, INC.",WALNUT,91789,MARKET RESEARCH ANALYST,36000,B,25001 to 50000
"TOKAI DENPUN USA., INC.",GARDENA,90248,SALES AND PURCHASING EXECUTIVE ASSISTANT,36000,B,25001 to 50000
NADEAU CORPORATION,SANTA MONICA,90404,DATA ANALYST,36000,B,25001 to 50000
BIZSELL BROKERS INC.,TORRANCE,90504,BUSINESS ANALYST,36000,B,25001 to 50000
POWER ENVIRONMENTAL ENERGY RESEARCH INSTITUTE,COVINA,91722,JR. RESEARCHER,36000,B,25001 to 50000
"COOLTRON INDUSTRIAL SUPPLY, INC.",WALNUT,91789,MARKET RESEARCH ANALYST,36000,B,25001 to 50000
"BOSS LITHO, INC.",CITY OF INDUSTRY,90601,FASHION EDITOR,36000,B,25001 to 50000
BIZSELLBROKERS INC.,TORRANCE,90504,BUSINESS ANALYST,36000,B,25001 to 50000
"TAIWAN MEDIA ENTERPRISE, INC.",EL MONTE,91732,EDITOR,36000,B,25001 to 50000
NIITAKAYA USA INC.,MONTEBELLO,90640,CONTRACT SPECIALIST,36000,B,25001 to 50000
"GGFB, LLC",LOS ANGELES,90011,MERCHANDISING SPECIALIST,36000,B,25001 to 50000
"TAIWAN MEDIA ENTERPRISE, INC.",EL MONTE,91732,EDITOR,36000,B,25001 to 50000
TEAAROMA INC,CARSON,90746,MARKET RESEARCH ANALYST,36000,B,25001 to 50000
"PRESTIGE FOOTWEAR, INC.",CITY OF INDUSTRY,91748,MARKETING COORDINATOR,36000,B,25001 to 50000
ISBX,LOS ANGELES,90034,MARKETING RESEARCH ANALYST,36000,B,25001 to 50000
"METAN DEVELOPMENT GROUP, LLC",WOODLAND HILLS,91364,MARKETING ANALYST,36000,B,25001 to 50000
"WESTSIDE ACUPUNCTURE & WELLNESS CENTER, INC.",LOS ANGELES,90025,ACUPUNCTURIST,36000,B,25001 to 50000
NETREVEX LLC.,STUDIO CITY,91604,MARKETING ANALYST,36000,B,25001 to 50000
"JFC INTERNATIONAL, INC.",LOS ANGELES,90040,MARKET RESEARCH ANALYST,36000,B,25001 to 50000
CAMILLA OLSON LLC,PALO ALTO,94301,FASHION DESIGNER,36000,B,25001 to 50000
"PRESTIGE FOOTWEAR, INC.",CITY OF INDUSTRY,91748,MARKETING COORDINATOR,36000,B,25001 to 50000
"ST. GILES COLLEGES, INC.",SAN FRANCISCO,94103,TEACHER,36054,B,25001 to 50000
"HCL AMERICA, INC.",SUNNYVALE,94085,PROGRAMMER ANALYST,36067,B,25001 to 50000
"EMBTEL, INC.",FREMONT,94538,FUNCTIONAL ANALYST,36150,B,25001 to 50000
"NISHIMOTO TRADING CO., LTD.",SANTA FE SPRINGS,90670,MARKET RESEARCH ANALYST,36171,B,25001 to 50000
"AP WIRELESS INFRASTRUCTURE PARTNERS, LLC.",SAN DIEGO,92121,MARKETING ANALYST,36192,B,25001 to 50000
BIZMATCH SAN DIEGO,SAN DIEGO,92126,ASSISTANT BUYER,36192,B,25001 to 50000
TAKUYO CORPORATION,TORRANCE,90503,MARKET RESEARCH ANALYST,36192,B,25001 to 50000
"SAMBREEL SERVICES, LLC FKA FINIAL SERVICES LLC",CARLSBAD,92008,MARKETING ANALYST,36192,B,25001 to 50000
"AP WIRELESS INFRASTRUCTURE PARTNERS, LLC",SAN DIEGO,92121,CANADIAN MARKETING ANALYST,36192,B,25001 to 50000
"COMBI-BLOCKS, INC.",SAN DIEGO,92126,MARKET RESEARCH ANALYST,36192,B,25001 to 50000
SEEKTECH INC.,SAN DIEGO,92123,MARKET RESEARCH ANALYST,36192,B,25001 to 50000
TRUE WORLD FOODS LOS ANGELES LLC,VERNON,90058,MARKET RESEARCH ANALYST,36192,B,25001 to 50000
SOUTHERN CALIFORNIA CONFERENCE SEVENTH-DAY ADVENTI,GLENDALE,91209,TEACHER,36242.81,B,25001 to 50000
SOUTHERN CALIFORNIA CONFERENCE SEVENTH-DAY ADVENTI,GLENDALE,91209,TEACHER,36242.81,B,25001 to 50000
"HP ENTERPRISE SERVICES, LLC",CUPERTINO,95014,BUSINESS PLANNING ANALYST,36296,B,25001 to 50000
"HP ENTERPRISE SERVICES, LLC",CUPERTINO,95014,BUSINESS PLANNING ANALYST,36296,B,25001 to 50000
LA JOLLA INSTITUTE FOR ALLERGY AND IMMUNOLOGY,LA JOLLA,92037,RESEARCH TECHNICIAN I,36384.95,B,25001 to 50000
CARLSBAD TECHNOLOGY INC.,CARLSBAD,92008,BUSINESS DEVELOPMENT SPECIALIST,36494,B,25001 to 50000
"M. ARTHUR GENSLER, JR. &AMP; ASSOCIATES, INC.",SAN FRANCISCO,94105,ARCHITECTURAL DESIGNER,36500,B,25001 to 50000
"M. ARTHUR GENSLER, JR. &AMP; ASSOCIATES, INC.",SAN FRANCISCO,94105,ARCHITECTURAL DESIGNER,36500,B,25001 to 50000
"M. ARTHUR GENSLER, JR. &AMP; ASSOCIATES, INC.",SAN FRANCISCO,94105,ARCHITECTURAL DESIGNER,36500,B,25001 to 50000
"M. ARTHUR GENSLER, JR. &AMP; ASSOCIATES, INC.",SAN FRANCISCO,94105,ARCHITECTURAL DESIGNER,36500,B,25001 to 50000
"M. ARTHUR GENSLER, JR. & ASSOCIATES, INC.",SAN FRANCISCO,94105,ARCHITECTURAL DESIGNER,36500,B,25001 to 50000
SNAIL GAMES USA INC.,LOS ANGELES,90066,LOCALIZATION EDITOR,36500,B,25001 to 50000
INFOTECH SPECTRUM INC,SANTA CLARA,95050,COMPUTER SYSTEMS ENGINEER/ARCHITECT,36500,B,25001 to 50000
INFOTECH SPECTRUM INC,SANTA CLARA,95050,COMPUTER SYSTEMS ENGINEER/ARCHITECT,36500,B,25001 to 50000
BABY TREND INC.,ONTARIO,91761,INDUSTRIAL DESIGNER,36546,B,25001 to 50000
CELPROGEN INC.,SAN PEDRO,90731,STEM CELL RESEARCH SCIENTIST,36565,B,25001 to 50000
CELPROGEN INC.,SAN PEDRO,90731,STEM CELL RESEARCH SCIENTIST,36565,B,25001 to 50000
"NISHIMOTO TRADING CO., LTD.",SANTA FE SPRINGS,90670,MARKET RESEARCH ANALYST,36600,B,25001 to 50000
SAN DIEGO CONVENTION & VISITORS BUREAU,SAN DIEGO,92101,PUBLIC RELATIONS & INFORMATION COORDINATOR,36720,B,25001 to 50000
SAN DIEGO CONVENTION & TOURIST BUREAU,SAN DIEGO,92101,PUBLIC RELATIONS & INFORMATION COORDINATOR,36720,B,25001 to 50000
"CALIFORNIA BUILDERS, INC.",FOOTHILL RANCH,92610,ARCHITECTURAL DESIGNER,36816,B,25001 to 50000
GMEP ENGINEERS,IRVINE,92612,ENGINEERING DESIGNER,36816,B,25001 to 50000
GMEP ENGINEERS,IRVINE,92612,ENGINEERING DESIGNER,36816,B,25001 to 50000
"QUANTA COMPUTER USA, INC.",FREMONT,94538,QUALITY ENGINEER,36878,B,25001 to 50000
"QUANTA COMPUTER USA, INC.",FREMONT,94538,PRODUCTION ENGINEER,36878,B,25001 to 50000
"QUANTA COMPUTER USA, INC.",FREMONT,94538,PROCESS ENGINEER,36878,B,25001 to 50000
"SKY HOSIERY, INC.",ALHAMBRA,91803,COMPUTER SYSTEMS ANALYST,36900,B,25001 to 50000
"AROMA SPA & SPORTS, LLC",LOS ANGELES,90010,ATHLETIC TRAINER,36900,B,25001 to 50000
MARYMOUNT HIGH SCHOOL,LOS ANGELES,90077,ATHLETIC TRAINER,36900,B,25001 to 50000
LAW OFFICES OF JEAN D. CHEN,SAN JOSE,95131,LAW CLERK,36950,B,25001 to 50000
LAW OFFICES OF JEAN D. CHEN,SAN JOSE,95131,LAW CLERK,36950,B,25001 to 50000
MUSEUM ASSOCIATES,LOS ANGELES,90036,"CURATORIAL ASSISTANT, CHINESE & KOREAN ART",36962,B,25001 to 50000
BAUGHMAN & WANG ATTORNEYS AT LAW,SAN FRANCISCO,94111,LAW CLERK,36962,B,25001 to 50000
"ARTLA.COM, INC.",SANTA MONICA,90404,GALLERY CURATOR,36962,B,25001 to 50000
"ARTLA.COM, INC.",SANTA MONICA,90404,GALLERY CURATOR,36962,B,25001 to 50000
REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSI,RIVERSIDE,92521,JUNIOR SPECIALIST,36984,B,25001 to 50000
"DEHART CONSULTING, LLC",CAMARILLO,93010,IT PROFESSIONAL/WEB/GRAPHIC DESIGNER,37000,B,25001 to 50000
"DEHART CONSULTING, LLC",CAMARILLO,93010,GRAPHIC DESIGNER/WEB DEVELOPER,37000,B,25001 to 50000
MONTESSORI SCOTTS VALLEY INC.,SCOTTS VALLEY,95066,MONTESSORI PRESCHOOL TEACHER,37000,B,25001 to 50000
"MIDWAY INTERNATIONAL, INC.",CERRITOS,90703,MARKET RESEARCH ANALYST,37000,B,25001 to 50000
"MIDWAY INTERNATIONAL, INC.",CERRITOS,90703,MARKET RESEARCH ANALYST,37000,B,25001 to 50000
